source;target;operator;cables;fromrelation;voltage;wires;ref;rohmkm;ithmaxa;type;frequency;wktsrid4326;lengthm;xohmkm;cnfkm;name;lid
298555;298558;50Hertz Transmission;3;'';220000;2;303;;;line;50;"SRID=4326;LINESTRING(13.9659389287643 53.1758219835894,13.9643618464515 53.1733359931531)";294.884875446392;;;303;576146
298556;46786;50Hertz Transmission;"6;3";'';"220000;220000";2;"304;306";;;line;"50;50";"SRID=4326;LINESTRING(14.2708395426762 53.0962882257755,13.9669479164914 53.1733649615782)";23603.9690012486;;;"304, 306;304";823606
298556;298558;50Hertz Transmission;3;'';220000;2;306;;;line;50;"SRID=4326;LINESTRING(13.9659389287643 53.1758219835894,13.9669479164914 53.1733649615782)";280.446602884577;;;306;537498
298558;298559;50Hertz Transmission;6;'';220000;2;"303;306";;;line;50;"SRID=4326;LINESTRING(13.9659389287643 53.1758219835894,13.9604951381425 53.2534505490662)";8656.95045412266;;;303, 306;470689
298559;46788;50Hertz_Transmission;"6;3;3";'';"220000;220000;220000;220000";"2;2;2";"305;306";;;line;"50;50;50;50";"SRID=4326;LINESTRING(14.0336979384638 53.5078673879307,13.9604951381425 53.2534505490662)";29211.5525822686;;;"305, 306;306;Pasewalk (220 kV);305";821259
298559;38117;50Hertz_Transmission;"3;3;3";'';"220000;220000;220000";"2;2";305;;;line;"50;50;50";"SRID=4326;LINESTRING(13.958957156407 53.2528891167292,13.9604876689239 53.2534475632051)";119.573095688602;;;"305;303";806329
36417;294574;RWE;12;'';"220000;110000";2;2416;;;line;50;"SRID=4326;LINESTRING(6.85158361385192 50.9841209925992,6.84631536282639 50.9876772481058)";340.004028213614;;;220 kV BocklemÃ¼nd Nord|SÃ¼d (Brauweiler);596093
101954;62337;;"3;3;3;3;3";'';"330000;330000;330000;330000;330000";;Ð-362;;;line;;"SRID=4326;LINESTRING(33.2329432144011 58.3803196680349,34.0895970057261 57.8904337985982)";93880.3021797357;;;;815354
101954;323268;;"3;3;3;3";'';"330000;330000;330000;330000";;;;;line;;"SRID=4326;LINESTRING(34.0895970057261 57.8904337985982,34.7109604298826 57.554160184413)";56939.2776065598;;;;337590
36419;294593;RWE;"3;6;3";'';"220000;380000;220000;380000";"4;2;1;2";;;;line;"50;50;50";"SRID=4326;LINESTRING(6.89406261680791 50.847981186533,6.84265873953413 50.8635394681059)";4291.09398580519;;;"220 kV Knapsack 2b;380 kV Walberberg West; 220 kV Knapsack 2b;380 kV Walberberg West";826996
36419;105028;;3;'';380000;;;;;line;50;"SRID=4326;LINESTRING(6.84265873953413 50.8635394681059,6.84810730071267 50.8617173064731)";208.839614434887;;;;160270
36419;400855;RWE;6;'';"380000;220000";4;;;;line;50;"SRID=4326;LINESTRING(6.84265873953413 50.8635394681059,6.84191592142534 50.8596851759214)";134.676959146299;;;"380 kV Knapsack 1a; 220 kV Knapsack 2b";115094
36421;296483;RWE;6;'';220000;2;2370;;;line;50;"SRID=4326;LINESTRING(7.19312872837309 50.7982667363764,7.13233742215407 50.8075675462844)";4895.77936339495;;;220 kV Troisdorf Ost|West;556534
36421;294604;RWE;6;'';220000;2;2381;;;line;50;"SRID=4326;LINESTRING(7.19312872837309 50.7982667363764,7.1631800892875 50.7974821474456)";1974.62959964362;;;220 kV Gremberghoven Ost|West;475076
36421;294613;RWE;"6;6;6;6";'';"110000;110000;110000;110000";"1;1;2;2";;;;line;"50;50;50;50";"SRID=4326;LINESTRING(7.19200427713968 50.7966016050264,7.18930339134996 50.7929982131423)";443.790789045965;;;"110 kV Beuel Ost; Ittenbach Nord;110 kV Beuel West; Ittenbach SÃ¼d;110 kV Beuel Ost; Ittenbach Nord;110 kV Beuel West; Ittenbach SÃ¼d";804716
36421;434622;RWE;6;'';220000;2;2371;;;line;50;"SRID=4326;LINESTRING(7.19312872837309 50.7982667363764,7.30069632401081 50.7587362242491)";9518.2462296103;;;220 kV Leuscheid Nord+SÃ¼d;784306
36421;294603;RWE;"6;6;6;6";'';"110000;110000;110000;110000";"1;2;1;1";0075;;;line;"50;50;50;50";"SRID=4326;LINESTRING(7.19312872837309 50.7982667363764,7.1435272864907 50.7969920834508)";3456.31524416199;;;"110 kV Siegburg Nord|SÃ¼d;110 kV Siegburg Nord|SÃ¼d;110 kV Siegburg Nord|SÃ¼d;110 kV Siegburg Nord|SÃ¼d";318630
36422;37336;RWE;6;'';110000;1;0092;;;line;50;"SRID=4326;LINESTRING(7.00788586208903 50.688195412761,7.03046445748719 50.7515727987454)";7603.71258211001;;;"110 kV Meckenheim Ost; Witterschlick West";826133
36422;299111;Amprion;6;'';380000;4;4511;;;line;50;"SRID=4326;LINESTRING(7.07416845323536 50.5936908899782,7.03046445748719 50.7515727987454)";20527.8376404251;;;"380 kV Liessem Ost;Mittelrhein";832729
36422;400583;Amprion;6;'';380000;4;4511;;;line;50;"SRID=4326;LINESTRING(7.03046445748719 50.7515727987454,6.97272311704149 50.7957293597724)";6084.69801509816;;;"380 kV Liessem Ost;Mittelrhein";755133
429643;317994;;"2;2";'';"330000;330000";;;;;line;50;"SRID=4326;LINESTRING(35.3220801854188 47.8237966680232,35.5186813363739 47.8725321829174)";16242.7197848253;;;;325600
429643;332181;;1;'';330000;;;;;line;50;"SRID=4326;LINESTRING(35.5196791848685 47.8725545404059,35.5186813363739 47.8725321829174)";48.5729612567385;;;;777188
429643;318158;;1;'';330000;;;;;line;50;"SRID=4326;LINESTRING(35.5148194788445 47.8724456552265,35.5186813363739 47.8725321829174)";262.945627804537;;;;777189
36428;294600;RWE;6;'';220000;2;2381;;;line;50;"SRID=4326;LINESTRING(7.09592423999226 50.8267913785919,7.11011687494914 50.8178520768364)";1215.3483587439;;;220 kV Gremberghoven Ost|West;538988
36428;296483;DB_Energie;4;'';110000;1;"580;Orscheid - KÃ¶ln";;;line;16.7;"SRID=4326;LINESTRING(7.09592423999226 50.8267913785919,7.13233742215407 50.8075675462844)";3211.24702143124;;;110 kV Bahnstrom Orscheid - KÃ¶ln 1|2;750091
364109;355008;;3;'';"220000;110000";;;;;line;;"SRID=4326;LINESTRING(21.0768331159288 50.9112914920373,21.0710937795786 50.9807726409276)";7742.20703367017;;;"220kV RoÅ¼ki - Niziny;110kV Starachowice - Nowa SÅupia";832893
364109;108721;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(21.45137835832 50.9389348276967,21.0710937795786 50.9807726409276)";30525.2569674877;;;;631144
364109;351580;;3;'';"110000;220000";;;;;line;;"SRID=4326;LINESTRING(21.0710937795786 50.9807726409276,21.0664718576102 51.0258901562248)";5029.13097656692;;;"110kV Starachowice - Nowa SÅupia;220kV RoÅ¼ki - Niziny";832898
36431;46384;;6;'';220000;2;;;;line;50;"SRID=4326;LINESTRING(8.62496421276693 47.3786204771681,8.67796770679302 47.3760323469317)";3893.85770041487;;;;748439
36431;74386;;6;'';380000;2;;;;line;50;"SRID=4326;LINESTRING(8.62496421276693 47.3786204771681,8.57150102728533 47.412351779204)";5475.31084781493;;;;288436
36431;90150;EWZ;6;'';220000;;;;;line;50;"SRID=4326;LINESTRING(8.98626513075095 47.1908730210028,8.62496421276693 47.3786204771681)";36291.6349500037;;;;829922
298577;46786;"50Hertz Transmission;PSE Operator";"6;3";'';"220000;220000";2;507;;;line;"50;50";"SRID=4326;LINESTRING(14.2708395426762 53.0962882257755,14.4780349650808 53.1910831874546)";25174.126266885;;;"507;508 Krajnik - Vierraden;507";824741
298577;47199;PSE Operator;3;'';220000;2;;;;line;50;"SRID=4326;LINESTRING(14.476270720482 53.1969255737151,14.4780349650808 53.1910831874546)";773.987940383906;;;;702427
36435;295979;;6;'';220000;2;Rossberg;;;line;50;"SRID=4326;LINESTRING(8.70574821676399 47.4809700843656,8.71855685903519 47.4495382933016)";3453.91035219937;;;;755980
36435;74044;;6;'';220000;2;Rossberg;;;line;50;"SRID=4326;LINESTRING(8.65192745832926 47.4666469084667,8.70574821676399 47.4809700843656)";7491.53489866905;;;;832749
429653;319985;RWE;6;'';"220000;110000";;;;;line;50;"SRID=4326;LINESTRING(8.94431373072866 49.5725975405267,8.9280760304342 49.6630981960663)";10785.9764373085;;;"220 kV;110 kV";777203
429653;298871;RWE;6;'';"220000;110000";;;;;line;50;"SRID=4326;LINESTRING(8.89929816369462 49.7233662575846,8.9280760304342 49.6630981960663)";7235.82489075174;;;"220 kV;110 kV";777204
69206;58385;RTE;3;'';225000;1;;;;line;50;"SRID=4326;LINESTRING(4.87186278332711 45.9224586103797,4.72375637020541 46.0095871073036)";15845.2100346536;;;;754006
69206;312805;RTE;3;'';225000;1;;;;line;50;"SRID=4326;LINESTRING(4.72375637020541 46.0095871073036,4.89714034905503 46.0522253336124)";14525.8853650738;;;;439085
36440;36552;RWE;"6;6";'';"380000;380000";"4;4";4111;;;line;;"SRID=4326;LINESTRING(7.00616821335541 51.5997745913503,7.02345294590051 51.6256937981523)";3615.63398086494;;;"380kV Scholven F;380kV Scholven F";710344
36440;47070;RWE;3;'';"220000;220000";2;2482;;;line;;"SRID=4326;LINESTRING(7.00616821335541 51.5997745913503,7.03169582777078 51.6094376789953)";1740.21904941351;;;Scholven C;319129
36442;48106;Red ElÃ©ctrica de EspaÃ±a;"3;6;6";'';"220000;220000;220000";;;;;line;;"SRID=4326;LINESTRING(-5.88680348001777 43.3138073117176,-5.80938690554052 43.27339118361)";12485.1202571613;;;;819851
36443;294505;EnBW;10;'';"380000;110000";;;;;line;"50;16.7";"SRID=4326;LINESTRING(9.2156749306645 48.852305664436,9.29358545055896 48.8663994790317)";6099.17757874423;;;Anlage 336;422697
36444;69283;RWE;"6;6;6";'';"110000;110000;110000";"1;1;1";2308;;;line;"50;50;50";"SRID=4326;LINESTRING(7.41683165937165 51.4569414435079,7.45130042516222 51.4130012452865)";5200.35366483719;;;"110kV Koepchenwerk Ost+West;110kV Koepchenwerk Ost+West;110kV Koepchenwerk Ost+West";324706
36444;423111;RWE;"6;6;6;6;6";'';"110000;110000;110000;110000;110000";"1;1;1;1;1";1557;;;line;"50;50;50;50;50";"SRID=4326;LINESTRING(7.41683165937165 51.4569414435079,7.41978508220404 51.4575607808948)";260.021544985924;;;;767932
36445;401312;50Hertz;"6;3;3;6;3;6";'';"220000;220000;220000;220000;220000;110000;220000";"2;2;1;2;2";291;;;line;"50;50;50;50;50;50;50";"SRID=4326;LINESTRING(13.5064057011256 52.4312238008384,13.5061055824657 52.4737881367889)";6265.89708150133;;;"291, 302;291, 302;291;302;291; 302;291; 302";827762
36445;48470;Stromnetz Berlin;3;'';110000;;;;;line;50;"SRID=4326;LINESTRING(13.5061055824657 52.4737881367889,13.5141342755376 52.4846387314031)";1090.58246892853;;;;15945
69215;424259;;3;'';"380000;380000;380000";;21.371;;;line;;"SRID=4326;LINESTRING(14.1123285941664 41.1769809692795,14.1893841239001 41.0399021159172)";18222.1880440557;;;Sparanise-Santa Maria Capua Vetere;769549
69215;54247;;;'';"380000;380000;380000";;21.357;;;line;;"SRID=4326;LINESTRING(13.8333995206292 41.2493574188285,14.1123285941664 41.1769809692795)";27179.005632231;;;Sparanise-Garigliano;321162
429673;401360;;"3;3;3";'';"380000;380000;380000;380000";"3;3";21.373;;;line;50;"SRID=4326;LINESTRING(9.30725178452745 45.2230149858443,9.05931292693056 45.4680349838945)";36510.0358658715;;;;815017
429673;93075;;3;'';380000;3;21.374;;;line;;"SRID=4326;LINESTRING(9.51496724455651 45.1407366533998,9.30725178452745 45.2230149858443)";18982.6273945565;;;;777232
120147;312811;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.80386603481726 45.5685506188662,4.80642308177294 45.56990234019)";152.183167474846;;;;435049
120147;312812;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.80386603481726 45.5685506188662,4.80548775589911 45.5707330519467)";182.291626072274;;;;530847
120147;64542;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(4.78678111737697 45.5719281853568,4.80386603481726 45.5685506188662)";1504.13749459253;;;;705359
429675;370984;;6;'';;1;;;;line;50;"SRID=4326;LINESTRING(-0.170039584848189 39.7913808943514,-0.17215026436675 39.7911717797088)";199.655385917256;;;;670699
429675;370988;;3;'';220000;1;;;;line;50;"SRID=4326;LINESTRING(-0.165995189776026 39.8101203506041,-0.17215026436675 39.7911717797088)";2322.53825124995;;;;820464
36460;62933;RTE;6;'';225000;;;;;line;;"SRID=4326;LINESTRING(1.5114537262846 43.552628594061,1.38689749703399 43.528192219499)";11274.0460951588;;;;43742
36460;400462;RTE;6;'';63000;;;;;line;;"SRID=4326;LINESTRING(1.5114537262846 43.552628594061,1.49377460836339 43.6163740661778)";9381.1721746299;;;;1005
36460;62639;RTE;;'';"225000;225000;225000";;;;;line;;"SRID=4326;LINESTRING(1.67213702105627 43.6296080303309,1.5114537262846 43.552628594061)";17317.8953276918;;;;824689
69233;303740;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(5.66255992755964 44.9509761058402,5.67232795892518 45.099863657377)";18867.465147779;;;;357387
69233;145711;RTE;"3;3;3;3;6";'';"225000;225000;225000;225000;225000";;;;;line;;"SRID=4326;LINESTRING(5.68517152501687 44.9641592135182,5.66255992755964 44.9509761058402)";2832.59366130033;;;;821944
36466;319608;RWE;12;'';"380000;110000";;4129;;;line;50;"SRID=4326;LINESTRING(7.12325083198984 51.525617460783,7.13444747492493 51.5237387676828)";603.828347387395;;;;659352
298613;38475;50Hertz;"3;3;3;3;3";'';"220000;220000;220000;110000;220000";"2;2";318;;;line;"50;50;50;50";"SRID=4326;LINESTRING(12.2154239421807 54.1127744081006,12.2157214234451 54.112889048236)";23.2661232906038;;;"318;318";807310
298617;423280;;"3;3;3;3;6;3";'';"220000;220000;220000;220000;220000;220000";;;;;line;;"SRID=4326;LINESTRING(23.8908596423503 53.6457750753277,24.4522456406802 53.2044232282046)";68793.2522901233;;;ÐÐ 220 ÐºÐ ÐÑÐ¾Ð´Ð½Ð¾ Ð®Ð¶Ð½Ð°Ñ-Ð Ð¾ÑÑÑ â2;829976
298617;423177;;"3;3;3";'';"220000;220000;220000";1;;;;line;;"SRID=4326;LINESTRING(23.8908596423503 53.6457750753277,23.9754976517871 53.65020073127)";7211.84347814101;;;;768028
298617;92920;;"3;3";'';"220000;220000";;;;;line;;"SRID=4326;LINESTRING(24.4543788709781 53.2283548010344,23.8908596423503 53.6457750753277)";62702.9251141617;;;ÐÐ 220 ÐºÐ ÐÑÐ¾Ð´Ð½Ð¾ Ð®Ð¶Ð½Ð°Ñ-Ð Ð¾ÑÑÑ â1;321466
298618;326257;;6;'';220000;1;;;;line;;"SRID=4326;LINESTRING(19.0843127727312 50.2039135834461,19.0639557805831 50.2723566912143)";8245.78013129065;;;"220kV Åagisza - Byczyna / Halemba; Kopanina - Katowice";456531
298618;326138;;6;'';220000;1;;;;line;;"SRID=4326;LINESTRING(18.8785136818734 50.1920942940613,19.0843127727312 50.2039135834461)";15197.318815282;;;"220kV Åagisza - Byczyna / Halemba; Kopanina - Katowice";689698
298618;319116;;6;'';220000;;;;;line;;"SRID=4326;LINESTRING(19.0843127727312 50.2039135834461,19.1972739434156 50.199669057686)";8764.0814268627;;;220kV Åagisza - Byczyna / Halemba;831685
429702;74272;RTE;"3;3;6";'';"225000;225000;225000";;;;;line;"50;50;50";"SRID=4326;LINESTRING(6.14141565462111 46.0455716083197,6.09799466287212 46.0407243737579)";3237.00587245752;;;;830876
429702;401780;RTE;"3;3;3;6;3";'';"225000;225000;225000;225000;225000";;;;;line;"50;50;50";"SRID=4326;LINESTRING(6.14141565462111 46.0455716083197,6.29504098225491 46.0847398162392)";12751.6268430215;;;;830877
36488;294383;Stromnetz Berlin;6;'';"110000;110000;380000;380000;380000";3;MOW;;;line;"50;50;50;50;50";"SRID=4326;LINESTRING(13.4949156070863 52.5896917767973,13.5164494490386 52.6186499651463)";3695.62492411248;;;"Malchow;Malchow;520;518;520;518";827022
3722;64769;;"3;3;3;3;4;3";'';"300000;300000;300000;300000;300000;300000;300000;300000;300000;300000";;;;;line;;"SRID=4326;LINESTRING(5.73706531936984 59.8765295580657,5.3344992703487 59.3795485237285)";77400.2943188427;;;"Brunene-Husnes;Brunene-Husnes;Brunene-Husnes;Brunene-Husnes;Brunene-Husnes";824750
3722;120292;;"3;4;3";'';"300000;300000;300000;300000;300000";;;;;line;;"SRID=4326;LINESTRING(5.73706531936984 59.8765295580657,5.76630984969179 59.8623593052144)";2543.45774957049;;;"Brunene-Husnes;Brunene-Husnes;Brunene-Husnes;Brunene-Husnes;Brunene-Husnes";711557
396940;403254;;"6;3;3";'';"300000;300000;300000";;;;;line;;"SRID=4326;LINESTRING(5.13248838492595 60.3655118598878,5.41129747995936 60.3179186764659)";24302.9259068007;;;;828970
36493;37674;TenneT;"6;3;6;3;3;3";'';"220000;220000;110000;220000;110000;110000";2;;;;line;"50;50;50;50;50;50";"SRID=4326;LINESTRING(8.9590597654776 52.2785291264413,8.93225449594203 52.1933143275816)";11004.8679535375;;;"A08 - A09;MeiÃen;MeiÃen;MeiÃen;MeiÃen;MeiÃen";827264
69263;69264;;3;'';220000;;22.239;;;line;;"SRID=4326;LINESTRING(14.3944443014891 40.934540637299,14.4151148638288 40.932416267112)";1713.29671645176;;;Fiat Auto-Brusciano;57882
69263;62149;;3;'';"220000;220000";;22.240;;;line;;"SRID=4326;LINESTRING(14.3792426910317 41.0028045911902,14.3944443014891 40.934540637299)";7806.52821044798;;;Fiat Auto-Maddaloni;714750
69264;69457;;3;'';"220000;220000";;22.298;;;line;;"SRID=4326;LINESTRING(14.4151148638288 40.932416267112,14.4037563816254 40.9203743445177)";2037.5366587155;;;Brusciano-Alfa Avio;719599
36497;36614;Elia;6;'';380000;;;;;line;50;"SRID=4326;LINESTRING(4.27870580550703 51.2695030081757,4.28880660613614 51.2533121420838)";2060.71295444494;;;;704155
36497;400574;Elia;6;'';380000;;;;;line;50;"SRID=4326;LINESTRING(4.27870580550703 51.2695030081757,4.2575692833833 51.3242438449198)";6873.66585839308;;;;704156
3732;401824;National Grid;"6;6;3;3";'';"400000;400000;400000;400000";"2;2";;;;line;;"SRID=4326;LINESTRING(0.254659267644736 51.4443012769822,0.244664121924396 51.4637489325452)";1813.95956347471;;;"National Grid Littlebrook-Northfleet West;National Grid Northfleet West-Rowdown;National Grid Littlebrook-Northfleet West;National Grid Littlebrook-Northfleet West";828191
3732;294497;National Grid;"6;6";'';"400000;400000";"2;2";;;;line;;"SRID=4326;LINESTRING(0.254659267644736 51.4443012769822,0.312411328440081 51.4234778594648)";5282.27896221483;;;"National Grid Northfleet West-Rowdown;National Grid Littlebrook-Northfleet West";720976
298645;49180;RWE;6;'';380000;4;4327;;;line;50;"SRID=4326;LINESTRING(7.39127198709164 51.4876399434278,7.39109624142941 51.5097332436579)";2453.12775481019;;;;757440
298645;298646;RWE;12;'';"380000;110000";"4;2";4327;;;line;50;"SRID=4326;LINESTRING(7.39109624142941 51.5097332436579,7.39113918089999 51.5129049908639)";351.651952893403;;;;378773
298646;300477;RWE;15;'';"380000;110000";"4;2;1";4327;;;line;50;"SRID=4326;LINESTRING(7.37178973917464 51.5306055701446,7.39113918089999 51.5129049908639)";2537.54056038529;;;;651129
36503;294657;TenneT;"3;3;3;3";'';"220000;220000;220000";"2;2;2;2";203;;;line;;"SRID=4326;LINESTRING(9.98045887636357 53.7450907669697,9.98468121228376 53.7412414837162)";270.689937333958;;;;823975
36503;38254;50Hertz Transmission;"3;6;3;3;3";'';"380000;380000;380000;380000;380000";"4;4;4;4;4";G;;;line;"50;50;50;50;50";"SRID=4326;LINESTRING(9.20206934940406 53.895225063629,9.98468121228376 53.7412414837162)";56961.2964615492;;;"G;BrunsbÃ¼ttel - Hamburg/Nord;G;H;H";818782
36503;294759;50Hertz;"6;12;6;6;3;6;6";'';"380000;380000;110000;380000;110000;110000;380000;110000";"4;4;2;4;2;2;4;2";"A;B";;;line;"50;50;50;50;50;50";"SRID=4326;LINESTRING(10.1676086724284 53.5587348554912,9.98468121228376 53.7412414837162)";30202.8071330205;;;"Hamburg/Ost - Hamburg/Nord;Hamburg/Ost - Hamburg/Nord;Hamburg/Ost - Hamburg/Nord";815121
134808;402627;;"3;6;3";'';"220000;220000;220000;220000";"1;1";22.253;;;line;;"SRID=4326;LINESTRING(10.3718311888438 44.9143506202149,10.5534163892678 45.1704796106711)";33150.6533744989;;;"Colorno-Marcaria;Colorno-Marcaria;Colorno-Marcaria";323468
134808;340607;;3;'';220000;;22.256;;;line;;"SRID=4326;LINESTRING(10.3718311888438 44.9143506202149,10.3760358744813 44.9150694858387)";183.017228580169;;;Colorno-La Spezia;680912
36505;55523;RWE;"6;6;6";'';"110000;0;110000;0;110000";"1;1;1";2305;;;line;"50;50;50";"SRID=4326;LINESTRING(6.96562911753218 51.0692893895334,7.01972144185145 51.0927333655873)";4299.02913313952;;;"110 kV Neschen Nord;110 kV Neschen Nord;110 kV Halfeshof Nord|SÃ¼d";832587
36505;300620;RWE;"6;6";'';"220000;220000";"2;2";2483;;;line;"50;50";"SRID=4326;LINESTRING(6.96562911753218 51.0692893895334,6.96111412725599 51.0528141675749)";1865.24497824493;;;"220 kV Kasselberg SÃ¼d; NiederauÃem 5e;220 kV Kasselberg SÃ¼d; NiederauÃem 5e";711416
36505;300626;RWE;"6;6";'';"110000;110000";"1;1";0017;;;line;"50;50";"SRID=4326;LINESTRING(6.98713769221624 51.0542066582955,6.96562911753218 51.0692893895334)";2227.12676409955;;;"110 kV Springborn Ost; Manfort Ost;110 kV Manfort Ost; Springborn Ost";826579
36505;294580;RWE;6;'';380000;4;4516;;;line;50;"SRID=4326;LINESTRING(6.96562911753218 51.0692893895334,6.95688970980089 51.0682516455514)";446.326946512739;;;"380 kV Neurath 2b; Oerkhaus Ost";521487
36505;294582;RWE;6;'';220000;2;2429;;;line;50;"SRID=4326;LINESTRING(6.96562911753218 51.0692893895334,6.96488148189453 51.0657096497628)";31.5084677484744;;;"220 kV NiederauÃem 4d; Wiesdorf Ltg.";621251
36505;423450;RWE;"6;6";'';"110000;110000";"1;2";;;;line;"50;50";"SRID=4326;LINESTRING(6.96562911753218 51.0692893895334,6.9613060794248 51.068980125616)";26.1964061888937;;;"110 kV HÃ¼lsberg Nord|SÃ¼d;110 kV HÃ¼lsberg Nord|SÃ¼d";768400
36505;294587;RWE;"3;6;3;6";'';"220000;380000;220000;220000";"2;4;2;2";4515;;;line;"50;50;50;50";"SRID=4326;LINESTRING(6.94841913566081 51.0725606389159,6.96562911753218 51.0692893895334)";1209.31356504683;;;"220 kV Eller Ost;380 kV Opladen Nord|SÃ¼d;220 kV Itterbach Ost;220 kV Eller Ost; Itterbach Ost";819610
36505;36506;RWE;"6;6;6";'';"110000;110000;110000";"1;1;1";0178;;;line;"50;50;50";"SRID=4326;LINESTRING(6.96562911753218 51.0692893895334,6.97593065958018 51.0376050168943)";4012.04497738594;;;"110 kV Leverkusen Ost|West;110 kV Leverkusen Ost|West;110 kV Leverkusen Ost|West";317970
36505;294590;RWE;3;'';220000;2;2429;;;line;50;"SRID=4326;LINESTRING(6.96562911753218 51.0692893895334,6.96442684452924 51.0656833427919)";26.6904361957868;;;220 kV Stommeln Nord;619815
36506;294583;RWE;"3;6";'';"220000;220000";;;;;line;50;"SRID=4326;LINESTRING(6.97593065958018 51.0376050168943,6.96506842130516 51.0517391654628)";1755.89074226095;;;;317968
429729;300424;ÄEPS;6;'';400000;3;"435;436";;;line;50;"SRID=4326;LINESTRING(16.7143366964847 49.0858454872993,16.7101003080967 49.0923625219084)";779.763052155973;;;435, 436;777312
429729;37561;ÄEPS;6;'';400000;3;"435;436";;;line;50;"SRID=4326;LINESTRING(16.6991543268562 49.1123770414926,16.7101003080967 49.0923625219084)";1868.67564560761;;;435, 436;777313
36514;294892;MITNETZ;6;'';110000;1;;;;line;50;"SRID=4326;LINESTRING(12.2487790977599 51.1978814301826,12.3245816183962 51.1938942400315)";5403.97198880248;;;;549180
69283;108457;RWE;"3;3;3";'';"220000;220000;220000";"1;1;1";2307;;;line;"50;50;50";"SRID=4326;LINESTRING(7.45130042516222 51.4130012452865,7.50860468408202 51.4035597224991)";4418.94386662095;;;"220kV Herdecke Nord;220kV Herdecke Nord;220kV Herdecke Nord";337724
69283;303418;RWE;6;'';220000;1;2313;;;line;50;"SRID=4326;LINESTRING(7.45130042516222 51.4130012452865,7.18903926255075 51.3761778473448)";20798.8971975835;;;220kV Herdecke Nord+SÃ¼d;371299
